index,distance_m,segment_length_m,x,y,z,elevation_m,gradient_pct,radius_m,speed_ms,speed_kmh,width_left_m,width_right_m,width_total_m,normalizedDistance
1184,1818.68,1.531,-102.708,49.861,62.390,49.861,1.92,245.3,18.84,67.8,9.40,1.17,10.56,0.510149
1185,1820.20,1.521,-103.400,49.892,61.036,49.892,2.01,191.3,18.72,67.4,9.41,1.17,10.57,0.510575
1186,1821.71,1.511,-104.097,49.918,59.696,49.918,1.75,156.5,18.58,66.9,9.40,1.18,10.58,0.510999
1187,1823.21,1.500,-104.802,49.946,58.372,49.946,1.89,137.7,18.47,66.5,9.38,1.20,10.58,0.511419
1188,1824.76,1.546,-105.544,49.973,57.016,49.973,1.75,121.5,18.34,66.0,9.34,1.24,10.58,0.511854
1189,1826.29,1.535,-106.298,49.999,55.679,49.999,1.70,114.0,18.22,65.6,9.28,1.30,10.59,0.512283
1190,1827.82,1.527,-107.065,50.024,54.359,50.024,1.62,104.9,18.15,65.3,9.20,1.38,10.59,0.512712
1191,1829.34,1.521,-107.849,50.048,53.055,50.048,1.54,97.3,18.08,65.1,9.10,1.48,10.59,0.513139
1192,1830.86,1.517,-108.650,50.070,51.767,50.070,1.44,91.5,18.03,64.9,8.99,1.60,10.59,0.513565
1193,1832.37,1.512,-109.471,50.090,50.497,50.090,1.34,87.7,17.98,64.7,8.84,1.75,10.59,0.513989
1194,1833.88,1.508,-110.310,50.108,49.245,50.108,1.21,83.4,17.92,64.5,8.68,1.92,10.60,0.514412
1195,1835.38,1.504,-111.169,50.124,48.011,50.124,1.08,81.7,17.88,64.4,8.49,2.11,10.60,0.514833
1196,1836.88,1.502,-112.050,50.139,46.795,50.139,0.95,81.7,17.89,64.4,8.27,2.33,10.60,0.515254
1197,1838.39,1.505,-112.955,50.151,45.593,50.151,0.82,83.4,17.94,64.6,8.02,2.58,10.60,0.515677
1198,1839.90,1.510,-113.885,50.161,44.403,50.161,0.65,85.4,18.00,64.8,7.76,2.85,10.60,0.516101
1199,1841.41,1.516,-114.840,50.170,43.226,50.170,0.62,87.8,18.08,65.1,7.47,3.14,10.61,0.516525
1200,1842.94,1.522,-115.818,50.176,42.061,50.176,0.37,88.3,18.15,65.4,7.15,3.45,10.61,0.516954
1201,1844.47,1.529,-116.822,50.181,40.907,50.181,0.37,86.4,18.24,65.7,6.81,3.79,10.60,0.517383
1202,1846.00,1.536,-117.850,50.185,39.766,50.185,0.21,82.7,18.32,66.0,6.43,4.15,10.58,0.517812
1203,1847.54,1.543,-118.904,50.190,38.640,50.190,0.33,79.0,18.40,66.3,6.02,4.54,10.55,0.518244
1204,1849.09,1.549,-119.985,50.193,37.530,50.193,0.20,72.2,18.46,66.5,5.60,4.95,10.56,0.518679
1205,1850.65,1.554,-121.092,50.199,36.440,50.199,0.39,71.1,18.53,66.7,5.23,5.41,10.64,0.519116
1206,1852.15,1.503,-122.185,50.202,35.409,50.202,0.18,66.4,18.57,66.9,4.86,5.89,10.75,0.519537
1207,1853.66,1.505,-123.303,50.209,34.401,50.209,0.47,68.8,18.61,67.0,4.49,6.39,10.87,0.519961
1208,1855.16,1.510,-124.446,50.214,33.415,50.214,0.33,65.3,18.65,67.1,4.13,6.89,11.03,0.520381
1209,1856.68,1.512,-125.614,50.223,32.455,50.223,0.63,69.3,18.70,67.3,3.81,7.40,11.21,0.520808
1210,1858.19,1.516,-126.805,50.232,31.517,50.232,0.59,65.4,18.75,67.5,3.55,7.89,11.44,0.521231
1211,1859.71,1.519,-128.021,50.238,30.606,50.238,0.39,58.7,18.76,67.5,3.27,8.39,11.65,0.521658
1212,1861.23,1.522,-129.262,50.247,29.724,50.247,0.61,59.8,18.82,67.8,2.99,8.89,11.88,0.522084
1213,1862.76,1.524,-130.527,50.256,28.874,50.256,0.54,60.8,18.84,67.8,2.75,9.38,12.13,0.522513
1214,1864.29,1.528,-131.816,50.264,28.053,50.264,0.55,63.5,18.88,68.0,2.61,9.81,12.42,0.522942
1215,1865.82,1.531,-133.127,50.269,27.262,50.269,0.33,65.9,18.92,68.1,2.44,10.23,12.67,0.523372
1216,1867.35,1.534,-134.458,50.269,26.501,50.269,-0.01,60.0,18.94,68.2,2.28,10.62,12.90,0.523801
1217,1868.89,1.536,-135.811,50.273,25.773,50.273,0.26,64.2,18.99,68.4,2.13,10.98,13.11,0.524233
1218,1870.43,1.539,-137.183,50.272,25.076,50.272,-0.08,63.0,19.01,68.4,1.99,11.27,13.26,0.524665
1219,1871.97,1.542,-138.574,50.280,24.412,50.280,0.55,66.8,19.07,68.6,1.88,11.48,13.36,0.525097
1220,1873.51,1.545,-139.983,50.290,23.779,50.290,0.63,62.5,19.09,68.7,1.75,11.62,13.37,0.525529
1221,1875.06,1.548,-141.411,50.302,23.179,50.302,0.79,58.7,19.13,68.9,1.59,11.69,13.28,0.525964
1222,1876.61,1.549,-142.854,50.327,22.618,50.327,1.59,73.2,19.15,68.9,1.45,11.69,13.13,0.526398
1223,1878.16,1.553,-144.313,50.351,22.085,50.351,1.53,72.2,19.20,69.1,1.34,11.60,12.94,0.526833
1224,1879.72,1.555,-145.785,50.373,21.584,50.373,1.45,72.0,19.21,69.2,1.28,11.46,12.74,0.527271
1225,1881.22,1.501,-147.215,50.398,21.129,50.398,1.65,70.0,19.28,69.4,1.25,11.29,12.54,0.527691
1226,1882.72,1.503,-148.657,50.408,20.705,50.408,0.67,60.8,19.26,69.3,1.30,11.09,12.39,0.528112
1227,1884.23,1.504,-150.110,50.430,20.317,50.430,1.47,75.5,19.31,69.5,1.33,10.87,12.20,0.528536
1228,1885.73,1.508,-151.574,50.442,19.956,50.442,0.79,67.1,19.35,69.6,1.39,10.61,12.00,0.528957
1229,1887.24,1.509,-153.047,50.455,19.629,50.455,0.84,73.8,19.37,69.7,1.49,10.31,11.80,0.529380
1230,1888.76,1.511,-154.529,50.468,19.331,50.468,0.85,81.2,19.37,69.7,1.61,9.98,11.59,0.529806
1231,1890.27,1.514,-156.018,50.486,19.060,50.486,1.19,104.6,19.43,69.9,1.84,9.57,11.41,0.530230
1232,1891.78,1.515,-157.512,50.509,18.811,50.509,1.55,96.3,19.45,70.0,2.07,9.12,11.20,0.530654
1233,1893.30,1.519,-159.014,50.535,18.585,50.535,1.69,80.0,19.49,70.2,2.35,8.69,11.04,0.531080
1234,1894.82,1.520,-160.521,50.557,18.387,50.557,1.49,70.9,19.48,70.1,2.65,8.31,10.96,0.531506
1235,1896.35,1.522,-162.033,50.586,18.221,50.586,1.88,70.2,19.53,70.3,2.99,7.99,10.98,0.531935
1236,1897.87,1.523,-163.550,50.616,18.088,50.616,1.95,73.2,19.53,70.3,3.41,7.72,11.12,0.532362
1237,1899.39,1.526,-165.072,50.653,17.987,50.653,2.46,84.2,19.59,70.5,3.80,7.48,11.28,0.532788
1238,1900.92,1.528,-166.598,50.681,17.913,50.681,1.80,79.3,19.59,70.5,4.20,7.26,11.46,0.533217
1239,1902.45,1.529,-168.126,50.711,17.869,50.711,2.01,81.3,19.62,70.6,4.61,7.00,11.61,0.533647
1240,1903.98,1.531,-169.657,50.741,17.853,50.741,1.92,76.9,19.63,70.7,5.04,6.71,11.75,0.534076
1241,1905.51,1.532,-171.188,50.770,17.868,50.770,1.92,71.1,19.64,70.7,5.49,6.38,11.87,0.534505
1242,1907.05,1.533,-172.720,50.804,17.915,50.804,2.19,73.5,19.67,70.8,5.93,6.04,11.97,0.534937
1243,1908.58,1.535,-174.253,50.833,17.995,50.833,1.93,72.5,19.69,70.9,6.36,5.71,12.07,0.535366
1244,1910.12,1.536,-175.784,50.861,18.108,50.861,1.81,72.2,19.70,70.9,6.80,5.39,12.19,0.535798
1245,1911.66,1.538,-177.315,50.887,18.253,50.887,1.68,72.7,19.73,71.0,7.22,5.09,12.31,0.536230
1246,1913.20,1.540,-178.844,50.911,18.431,50.911,1.57,72.1,19.75,71.1,7.60,4.80,12.41,0.536662
1247,1914.74,1.541,-180.371,50.933,18.641,50.933,1.38,70.3,19.77,71.2,7.95,4.53,12.48,0.537094
1248,1916.28,1.543,-181.894,50.954,18.886,50.954,1.39,74.2,19.80,71.3,8.27,4.26,12.53,0.537526
1249,1917.82,1.545,-183.414,50.969,19.162,50.969,0.98,73.1,19.82,71.3,8.56,4.02,12.58,0.537958
1250,1919.37,1.546,-184.930,50.982,19.471,50.982,0.80,78.9,19.84,71.4,8.81,3.80,12.61,0.538393
1251,1920.92,1.549,-186.441,50.990,19.810,50.990,0.55,84.1,19.88,71.6,9.04,3.60,12.64,0.538827
1252,1922.47,1.551,-187.948,50.997,20.177,50.997,0.43,90.7,19.89,71.6,9.25,3.41,12.65,0.539262
1253,1924.03,1.554,-189.451,51.004,20.571,51.004,0.44,100.0,19.95,71.8,9.42,3.24,12.66,0.539700
1254,1925.58,1.557,-190.951,51.006,20.989,51.006,0.13,99.6,19.98,71.9,9.57,3.09,12.66,0.540135
1255,1927.08,1.501,-192.391,51.006,21.414,51.006,0.06,110.5,20.04,72.2,9.69,2.97,12.66,0.540555
1256,1928.59,1.504,-193.828,50.999,21.859,50.999,-0.47,106.5,20.07,72.3,9.79,2.88,12.67,0.540979
1257,1930.10,1.508,-195.262,50.995,22.326,50.995,-0.27,116.3,20.14,72.5,9.87,2.81,12.68,0.541403
1258,1931.61,1.512,-196.693,50.986,22.812,50.986,-0.65,113.2,20.17,72.6,9.93,2.76,12.68,0.541826
1259,1933.12,1.515,-198.121,50.973,23.319,50.973,-0.82,113.7,20.22,72.8,9.96,2.73,12.69,0.542250
1260,1934.64,1.518,-199.545,50.958,23.846,50.958,-1.00,115.3,20.26,72.9,9.98,2.72,12.70,0.542676
1261,1936.16,1.522,-200.965,50.942,24.393,50.942,-1.06,116.7,20.31,73.1,9.97,2.73,12.70,0.543102
1262,1937.69,1.525,-202.380,50.922,24.959,50.922,-1.28,113.7,20.35,73.2,9.95,2.77,12.72,0.543532
1263,1939.22,1.528,-203.791,50.905,25.546,50.905,-1.11,118.1,20.40,73.4,9.90,2.83,12.73,0.543961
1264,1940.75,1.532,-205.198,50.885,26.152,50.885,-1.29,118.1,20.45,73.6,9.83,2.91,12.74,0.544390
1265,1942.28,1.534,-206.598,50.862,26.778,50.862,-1.50,116.6,20.46,73.7,9.74,3.00,12.74,0.544819
1266,1943.82,1.538,-207.994,50.843,27.424,50.843,-1.29,126.1,20.53,73.9,9.62,3.08,12.70,0.545251
1267,1945.36,1.540,-209.384,50.818,28.087,50.818,-1.59,125.1,20.56,74.0,9.49,3.15,12.65,0.545683
1268,1946.90,1.543,-210.768,50.793,28.769,50.793,-1.62,129.8,20.58,74.1,9.34,3.22,12.56,0.546115
1269,1948.45,1.545,-212.146,50.771,29.469,50.771,-1.39,147.7,20.63,74.3,9.17,3.29,12.46,0.546550
1270,1950.00,1.548,-213.519,50.748,30.184,50.748,-1.54,158.4,20.65,74.3,8.99,3.38,12.37,0.546985
1271,1951.55,1.551,-214.888,50.725,30.914,50.725,-1.45,185.7,20.71,74.5,8.79,3.49,12.29,0.547419
1272,1953.10,1.554,-216.253,50.699,31.657,50.699,-1.67,204.3,20.74,74.7,8.58,3.63,12.21,0.547854
1273,1954.66,1.557,-217.614,50.673,32.411,50.673,-1.71,235.3,20.77,74.8,8.36,3.78,12.14,0.548292
1274,1956.22,1.559,-218.973,50.647,33.176,50.647,-1.65,270.3,20.81,74.9,8.13,3.95,12.08,0.548729
1275,1957.78,1.562,-220.330,50.622,33.950,50.622,-1.56,314.4,20.85,75.1,7.89,4.12,12.02,0.549167
1276,1959.28,1.503,-221.631,50.599,34.700,50.599,-1.59,389.4,20.89,75.2,7.66,4.30,11.96,0.549588
1277,1960.79,1.505,-222.932,50.575,35.457,50.575,-1.56,532.8,20.92,75.3,7.42,4.49,11.91,0.550011
1278,1962.30,1.507,-224.233,50.552,36.219,50.552,-1.55,821.4,20.95,75.4,7.17,4.69,11.86,0.550435
1279,1963.81,1.510,-225.534,50.531,36.984,50.531,-1.41,2000.0,20.99,75.6,6.92,4.89,11.81,0.550858
1280,1965.32,1.512,-226.836,50.509,37.751,50.509,-1.40,2000.0,21.01,75.6,6.67,5.10,11.77,0.551282
1281,1966.83,1.513,-228.141,50.489,38.518,50.489,-1.34,1068.5,21.02,75.7,6.41,5.31,11.72,0.551705
1282,1968.35,1.514,-229.447,50.470,39.283,50.470,-1.25,830.0,21.02,75.7,6.16,5.53,11.69,0.552132
1283,1969.86,1.515,-230.755,50.457,40.046,50.457,-0.89,735.1,21.05,75.8,5.91,5.75,11.66,0.552555
1284,1971.37,1.515,-232.066,50.441,40.807,50.441,-1.02,561.1,21.04,75.7,5.66,5.98,11.64,0.552979
1285,1972.89,1.514,-233.377,50.431,41.564,50.431,-0.67,600.8,21.03,75.7,5.42,6.21,11.63,0.553405
1286,1974.40,1.512,-234.689,50.418,42.317,50.418,-0.89,508.2,20.97,75.5,5.18,6.43,11.61,0.553829
1287,1975.91,1.506,-235.998,50.407,43.062,50.407,-0.71,506.1,20.90,75.2,4.94,6.65,11.59,0.554252
1288,1977.41,1.500,-237.304,50.391,43.801,50.391,-1.05,378.8,20.77,74.8,4.71,6.85,11.56,0.554673
1289,1978.96,1.554,-238.660,50.377,44.561,50.377,-0.92,346.2,20.68,74.5,4.48,7.05,11.54,0.555108
1290,1980.51,1.545,-240.010,50.358,45.310,50.358,-1.26,293.4,20.53,73.9,4.26,7.25,11.51,0.555543
1291,1982.04,1.536,-241.358,50.346,46.048,50.346,-0.75,310.8,20.44,73.6,4.05,7.43,11.48,0.555972
1292,1983.57,1.529,-242.702,50.333,46.776,50.333,-0.86,260.8,20.33,73.2,3.85,7.62,11.47,0.556401
1293,1985.09,1.520,-244.043,50.317,47.492,50.317,-1.03,223.1,20.20,72.7,3.65,7.80,11.46,0.556827
1294,1986.60,1.512,-245.381,50.306,48.195,50.306,-0.75,223.2,20.11,72.4,3.47,7.99,11.46,0.557251
1295,1988.11,1.504,-246.717,50.291,48.885,50.291,-0.99,214.3,19.99,72.0,3.31,8.16,11.47,0.557675
1296,1989.66,1.555,-248.104,50.280,49.589,50.280,-0.71,237.2,19.89,71.6,3.15,8.34,11.48,0.558109
1297,1991.21,1.547,-249.488,50.264,50.280,50.264,-1.04,229.4,19.77,71.2,2.99,8.50,11.50,0.558544
1298,1992.75,1.538,-250.868,50.250,50.957,50.250,-0.92,245.3,19.66,70.8,2.86,8.65,11.51,0.558976
1299,1994.28,1.529,-252.245,50.236,51.623,50.236,-0.94,245.6,19.56,70.4,2.73,8.79,11.52,0.559405
1300,1995.80,1.520,-253.618,50.221,52.276,50.221,-0.95,252.7,19.44,70.0,2.61,8.92,11.53,0.559832
1301,1997.31,1.512,-254.987,50.210,52.917,50.210,-0.77,276.6,19.35,69.7,2.50,9.04,11.53,0.560255
1302,1998.81,1.505,-256.353,50.193,53.548,50.193,-1.10,242.7,19.23,69.2,2.39,9.15,11.54,0.560676
1303,2000.37,1.553,-257.768,50.174,54.190,50.174,-1.21,230.4,19.13,68.9,2.29,9.25,11.54,0.561114
1304,2001.91,1.545,-259.178,50.156,54.819,50.156,-1.17,236.7,19.03,68.5,2.20,9.34,11.54,0.561546
1305,2003.45,1.536,-260.585,50.134,55.435,50.134,-1.47,210.8,18.92,68.1,2.12,9.42,11.54,0.561978
1306,2004.98,1.527,-261.988,50.114,56.038,50.114,-1.27,235.3,18.81,67.7,2.05,9.49,11.54,0.562407
1307,2006.50,1.520,-263.389,50.091,56.629,50.091,-1.51,219.0,18.72,67.4,1.99,9.56,11.54,0.562833
1308,2008.01,1.510,-264.784,50.064,57.206,50.064,-1.79,198.5,18.59,66.9,1.94,9.60,11.54,0.563257
1309,2009.51,1.503,-266.177,50.041,57.770,50.041,-1.52,201.5,18.53,66.7,1.90,9.64,11.54,0.563677
1310,2011.06,1.550,-267.618,50.007,58.341,50.007,-2.25,150.6,18.39,66.2,1.88,9.67,11.55,0.564112
1311,2012.60,1.542,-269.057,49.979,58.894,49.979,-1.81,177.4,18.32,66.0,1.87,9.69,11.56,0.564544
1312,2014.14,1.534,-270.493,49.940,59.431,49.940,-2.53,131.9,18.19,65.5,1.87,9.69,11.56,0.564976
1313,2015.66,1.524,-271.927,49.907,59.949,49.907,-2.13,132.8,18.12,65.2,1.90,9.67,11.57,0.565403
1314,2017.18,1.517,-273.359,49.871,60.448,49.871,-2.37,117.7,18.02,64.9,1.94,9.62,11.56,0.565829
1315,2018.69,1.509,-274.790,49.832,60.926,49.832,-2.58,109.2,17.92,64.5,1.99,9.53,11.52,0.566252
1316,2020.19,1.502,-276.220,49.794,61.382,49.794,-2.54,114.4,17.85,64.2,2.07,9.42,11.49,0.566673
1317,2021.73,1.547,-277.699,49.746,61.832,49.746,-3.13,104.0,17.72,63.8,2.17,9.27,11.44,0.567105
1318,2023.27,1.539,-279.177,49.700,62.257,49.700,-2.96,109.4,17.65,63.5,2.29,9.11,11.40,0.567537
1319,2024.80,1.531,-280.653,49.650,62.660,49.650,-3.29,106.6,17.56,63.2,2.44,8.94,11.37,0.567966
1320,2026.33,1.523,-282.128,49.599,63.040,49.599,-3.34,103.0,17.46,62.9,2.60,8.77,11.37,0.568396
1321,2027.84,1.516,-283.600,49.544,63.396,49.544,-3.63,91.3,17.38,62.6,2.77,8.59,11.37,0.568819
1322,2029.35,1.507,-285.070,49.489,63.726,49.489,-3.67,91.5,17.30,62.3,2.96,8.40,11.37,0.569243
1323,2030.85,1.501,-286.539,49.431,64.031,49.431,-3.85,83.9,17.21,62.0,3.17,8.20,11.37,0.569663
1324,2032.40,1.545,-288.056,49.369,64.316,49.369,-4.01,78.1,17.13,61.7,3.40,7.98,11.38,0.570098
1325,2033.93,1.537,-289.570,49.307,64.571,49.307,-4.07,77.7,17.03,61.3,3.64,7.76,11.40,0.570527
1326,2035.47,1.530,-291.083,49.240,64.794,49.240,-4.38,71.1,16.94,61.0,3.90,7.52,11.42,0.570959
1327,2036.99,1.521,-292.591,49.178,64.984,49.178,-4.09,76.9,16.88,60.8,4.17,7.25,11.43,0.571386
1328,2038.50,1.515,-294.095,49.112,65.144,49.112,-4.32,69.5,16.79,60.4,4.45,6.98,11.43,0.571809
1329,2040.01,1.506,-295.595,49.050,65.270,49.050,-4.14,74.9,16.71,60.1,4.75,6.70,11.45,0.572233
1330,2041.56,1.550,-297.140,48.985,65.368,48.985,-4.23,67.9,16.62,59.8,5.07,6.41,11.48,0.572668
1331,2043.10,1.542,-298.679,48.920,65.431,48.920,-4.22,69.8,16.55,59.6,5.37,6.13,11.50,0.573100
1332,2044.63,1.535,-300.212,48.851,65.460,48.851,-4.47,65.7,16.48,59.3,5.66,5.82,11.49,0.573529
1333,2046.16,1.531,-301.742,48.784,65.453,48.784,-4.40,62.2,16.44,59.2,5.96,5.49,11.45,0.573958
1334,2047.69,1.527,-303.267,48.716,65.408,48.716,-4.46,63.1,16.41,59.1,6.21,5.16,11.38,0.574387
1335,2049.22,1.525,-304.788,48.647,65.327,48.647,-4.52,66.3,16.38,59.0,6.48,4.84,11.32,0.574816
1336,2050.74,1.523,-306.305,48.579,65.211,48.579,-4.43,68.0,16.38,59.0,6.73,4.55,11.28,0.575243
1337,2052.26,1.520,-307.816,48.508,65.062,48.508,-4.68,69.5,16.34,58.8,6.97,4.29,11.26,0.575669
1338,2053.78,1.520,-309.324,48.438,64.879,48.438,-4.65,70.0,16.34,58.8,7.19,4.08,11.27,0.576095
1339,2055.30,1.520,-310.827,48.369,64.664,48.369,-4.54,76.0,16.37,58.9,7.37,3.92,11.29,0.576522
1340,2056.82,1.523,-312.328,48.296,64.419,48.296,-4.80,75.9,16.38,59.0,7.53,3.79,11.32,0.576948
1341,2058.35,1.526,-313.826,48.226,64.142,48.226,-4.57,74.3,16.43,59.1,7.68,3.67,11.36,0.577377
1342,2059.88,1.528,-315.322,48.154,63.835,48.154,-4.73,75.2,16.46,59.2,7.84,3.58,11.41,0.577806
1343,2061.41,1.533,-316.815,48.082,63.496,48.082,-4.68,73.2,16.50,59.4,7.98,3.47,11.45,0.578236
1344,2062.95,1.537,-318.305,48.014,63.125,48.014,-4.46,81.6,16.55,59.6,8.12,3.37,11.49,0.578668
1345,2064.49,1.541,-319.792,47.945,62.725,47.945,-4.46,79.3,16.60,59.8,8.26,3.28,11.53,0.579100
1346,2066.03,1.547,-321.276,47.873,62.294,47.873,-4.63,77.2,16.65,60.0,8.38,3.20,11.59,0.579532
1347,2067.54,1.502,-322.708,47.809,61.848,47.809,-4.31,77.8,16.73,60.2,8.51,3.13,11.64,0.579955
1348,2069.04,1.507,-324.137,47.738,61.372,47.738,-4.68,73.0,16.77,60.4,8.64,3.04,11.68,0.580376
1349,2070.56,1.512,-325.561,47.673,60.866,47.673,-4.33,70.9,16.83,60.6,8.77,2.95,11.72,0.580802
1350,2072.07,1.518,-326.978,47.604,60.327,47.604,-4.55,70.6,16.90,60.8,8.90,2.83,11.73,0.581226
1351,2073.60,1.523,-328.388,47.535,59.756,47.535,-4.53,68.9,16.95,61.0,9.02,2.71,11.72,0.581655
1352,2075.13,1.529,-329.791,47.463,59.151,47.463,-4.69,64.4,17.02,61.3,9.13,2.58,11.71,0.582084
1353,2076.66,1.533,-331.182,47.393,58.511,47.393,-4.60,66.3,17.07,61.5,9.24,2.44,11.68,0.582513
1354,2078.20,1.539,-332.564,47.320,57.837,47.320,-4.77,67.9,17.10,61.6,9.33,2.33,11.66,0.582945
1355,2079.74,1.544,-333.934,47.249,57.129,47.249,-4.58,64.8,17.20,61.9,9.42,2.23,11.65,0.583377
1356,2081.29,1.548,-335.291,47.177,56.387,47.177,-4.63,67.2,17.24,62.1,9.50,2.14,11.64,0.583812
1357,2082.79,1.502,-336.590,47.108,55.638,47.108,-4.63,64.5,17.25,62.1,9.55,2.06,11.61,0.584233
1358,2084.30,1.506,-337.876,47.040,54.856,47.040,-4.48,64.3,17.34,62.4,9.58,1.99,11.57,0.584656
1359,2085.81,1.509,-339.145,46.970,54.043,46.970,-4.65,66.1,17.37,62.5,9.62,1.93,11.54,0.585080
1360,2087.32,1.514,-340.399,46.900,53.199,46.900,-4.63,65.4,17.41,62.7,9.65,1.87,11.52,0.585504
1361,2088.84,1.517,-341.636,46.830,52.323,46.830,-4.65,69.0,17.47,62.9,9.69,1.82,11.51,0.585930
1362,2090.36,1.521,-342.857,46.756,51.419,46.756,-4.89,68.3,17.51,63.0,9.70,1.79,11.49,0.586356
1363,2091.89,1.525,-344.060,46.684,50.485,46.684,-4.69,70.2,17.54,63.2,9.72,1.76,11.48,0.586785
1364,2093.41,1.529,-345.246,46.609,49.522,46.609,-4.91,66.5,17.59,63.3,9.75,1.74,11.48,0.587212
1365,2094.95,1.531,-346.411,46.543,48.531,46.543,-4.36,71.5,17.64,63.5,9.77,1.71,11.49,0.587644
1366,2096.48,1.536,-347.558,46.474,47.512,46.474,-4.49,68.5,17.67,63.6,9.79,1.69,11.48,0.588073
1367,2098.02,1.539,-348.685,46.404,46.465,46.404,-4.55,68.2,17.72,63.8,9.80,1.67,11.47,0.588505
1368,2099.56,1.543,-349.790,46.333,45.390,46.333,-4.59,72.1,17.77,64.0,9.82,1.65,11.48,0.588937
1369,2101.11,1.548,-350.875,46.256,44.289,46.256,-4.99,68.8,17.80,64.1,9.82,1.64,11.47,0.589372
1370,2102.67,1.552,-351.938,46.185,43.160,46.185,-4.57,78.7,17.89,64.4,9.81,1.65,11.46,0.589809
1371,2104.17,1.504,-352.947,46.112,42.047,46.112,-4.85,76.6,17.92,64.5,9.78,1.67,11.45,0.590230
1372,2105.68,1.509,-353.937,46.040,40.910,46.040,-4.76,79.1,17.99,64.7,9.74,1.70,11.44,0.590654
1373,2107.19,1.514,-354.909,45.970,39.751,45.970,-4.67,77.2,18.06,65.0,9.68,1.76,11.44,0.591077
1374,2108.71,1.520,-355.861,45.898,38.568,45.898,-4.75,77.6,18.13,65.3,9.61,1.83,11.43,0.591504
1375,2110.24,1.525,-356.792,45.826,37.363,45.826,-4.67,79.3,18.18,65.4,9.52,1.90,11.42,0.591933
1376,2111.77,1.532,-357.705,45.758,36.135,45.758,-4.50,84.6,18.27,65.8,9.41,1.99,11.40,0.592362
1377,2113.31,1.538,-358.599,45.688,34.885,45.688,-4.51,83.6,18.34,66.0,9.28,2.09,11.37,0.592794
1378,2114.85,1.545,-359.473,45.621,33.613,45.621,-4.34,88.9,18.43,66.3,9.13,2.20,11.33,0.593226
1379,2116.41,1.551,-360.328,45.552,32.321,45.552,-4.46,86.0,18.50,66.6,8.97,2.32,11.29,0.593663
1380,2117.91,1.502,-361.135,45.489,31.056,45.489,-4.24,90.3,18.58,66.9,8.80,2.46,11.26,0.594084
1381,2119.42,1.508,-361.923,45.423,29.772,45.423,-4.35,91.3,18.65,67.2,8.63,2.60,11.23,0.594508
1382,2120.93,1.513,-362.693,45.360,28.470,45.360,-4.14,92.9,18.73,67.4,8.45,2.77,11.22,0.594931
1383,2122.45,1.520,-363.445,45.299,27.150,45.299,-4.07,97.9,18.80,67.7,8.28,2.95,11.23,0.595358
1384,2123.98,1.526,-364.179,45.239,25.814,45.239,-3.93,100.9,18.88,68.0,8.10,3.14,11.25,0.595787
1385,2125.51,1.532,-364.895,45.176,24.462,45.176,-4.11,100.6,18.94,68.2,7.93,3.35,11.29,0.596216
1386,2127.05,1.538,-365.594,45.116,23.092,45.116,-3.91,107.0,19.02,68.5,7.78,3.58,11.36,0.596648
1387,2128.59,1.544,-366.275,45.053,21.708,45.053,-4.09,101.7,19.10,68.8,7.65,3.82,11.46,0.597080
1388,2130.14,1.549,-366.938,44.997,20.309,44.997,-3.61,110.2,19.17,69.0,7.52,4.07,11.59,0.597515
1389,2131.70,1.556,-367.583,44.941,18.894,44.941,-3.56,102.2,19.24,69.3,7.36,4.36,11.72,0.597952
1390,2133.20,1.503,-368.187,44.890,17.518,44.890,-3.41,103.4,19.31,69.5,7.19,4.65,11.84,0.598373
1391,2134.71,1.509,-368.772,44.845,16.128,44.845,-3.01,115.1,19.39,69.8,6.99,4.96,11.95,0.598797
1392,2136.23,1.515,-369.342,44.792,14.725,44.792,-3.50,103.0,19.44,70.0,6.78,5.27,12.04,0.599223
1393,2137.75,1.519,-369.892,44.745,13.309,44.745,-3.09,121.6,19.53,70.3,6.55,5.58,12.13,0.599649
1394,2139.27,1.526,-370.427,44.691,11.880,44.691,-3.49,120.3,19.59,70.5,6.31,5.90,12.21,0.600076
1395,2140.80,1.531,-370.945,44.639,10.441,44.639,-3.44,124.5,19.67,70.8,6.03,6.24,12.27,0.600505
1396,2142.34,1.537,-371.448,44.584,8.989,44.584,-3.59,126.5,19.74,71.1,5.70,6.59,12.29,0.600937
1397,2143.88,1.543,-371.934,44.526,7.526,44.526,-3.75,127.2,19.81,71.3,5.35,6.94,12.29,0.601369
1398,2145.43,1.549,-372.405,44.466,6.052,44.466,-3.89,125.9,19.89,71.6,5.01,7.29,12.30,0.601804
1399,2146.99,1.553,-372.858,44.407,4.568,44.407,-3.79,138.5,19.95,71.8,4.70,7.60,12.31,0.602241
1400,2148.55,1.560,-373.297,44.345,3.072,44.345,-3.97,133.6,20.02,72.1,4.41,7.89,12.30,0.602679
1401,2150.05,1.505,-373.704,44.288,1.625,44.288,-3.77,163.1,20.11,72.4,4.14,8.16,12.30,0.603100
1402,2151.56,1.511,-374.099,44.226,0.167,44.226,-4.11,177.2,20.19,72.7,3.88,8.41,12.29,0.603523
1403,2153.08,1.517,-374.483,44.156,-1.299,44.156,-4.60,170.9,20.26,72.9,3.64,8.65,12.29,0.603950
1404,2154.60,1.522,-374.855,44.085,-2.773,44.085,-4.66,191.3,20.34,73.2,3.41,8.88,12.29,0.604376
1405,2156.13,1.528,-375.217,44.009,-4.256,44.009,-4.98,176.7,20.41,73.5,3.19,9.10,12.29,0.604805
